the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .	pos
maintains your interest until the end and even leaves you with a few lingering animated thoughts .	pos
the stripped-down dramatic constructs , austere imagery and abstract characters are equal parts poetry and politics , obvious at times but evocative and heartfelt .	pos
a realistically terrifying movie that puts another notch in the belt of the long list of renegade-cop tales .	pos
the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you-are-there closeness with the disorienting unreality of the seemingly broken-down fourth wall of the movie screen .	pos
divine secrets of the ya-ya sisterhood may not be exactly divine , but it 's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .	pos
a compelling film .	pos
i 've never bought from telemarketers , but i bought this movie .	pos
it is a testament of quiet endurance , of common concern , of reconciled survival .	pos
really quite funny .	pos
the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .	pos
the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness .	pos
as comedic spotlights go , notorious c . h . o . hits all the verbal marks it should .	pos
what 's surprising is how well it holds up in an era in which computer-generated images are the norm .	pos
from the dull , surreal ache of mortal awareness emerges a radiant character portrait .	pos
. . . [ the film ] works , due mostly to the tongue-in-cheek attitude of the screenplay .	pos
recalls quiet freak-outs like l'avventura and repulsion .	pos
as it turns out , you can go home again .	pos
if you 're not into the pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open . but fans should have fun meeting a brand-new pokemon called celebi .	pos
deliciously mean-spirited and wryly observant .	pos
to get at the root psychology of this film would require many sessions on the couch of dr . freud .	pos
'barbershop `` is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .	pos
. . . understands that a generation defines its music as much as the music defines a generation .	pos
although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .	pos
chilling but uncommercial look into the mind of jeffrey dahmer , serial killer .	pos
though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .	pos
it 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny .	pos
it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .	pos
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever .	pos
witty , vibrant , and intelligent .	pos
the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema .	pos
the enjoyable undercover brother , a zany mix of saturday night live-style parody , '70s blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .	pos
fast-paced and wonderfully edited , the film is extremely thorough .	pos
a film that is a portrait of grace in an imperfect world .	pos
a good film with a solid pedigree both in front of and , more specifically , behind the camera .	pos
a wildly entertaining scan of evans ' career .	pos
the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor .	pos
a surprisingly 'solid ' achievement by director malcolm d . lee and writer john ridley .	pos
what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .	pos
it is scott 's convincing portrayal of roger the sad cad that really gives the film its oomph .	pos
by taking entertainment tonight subject matter and giving it humor and poignancy , auto focus becomes both gut-bustingly funny and crushingly depressing .	pos
that the e-graveyard holds as many good ideas as bad is the cold comfort that chin 's film serves up with style and empathy .	pos
disney has always been hit-or-miss when bringing beloved kids ' books to the screen . . . tuck everlasting is a little of both .	pos
there is truth here	pos
either a fascinating study of the relationship between mothers and their children or a disturbing story about sociopaths and their marks .	pos
the early and middle passages are surprising in how much they engage and even touch us . this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . it 's sort of in-between , and it works .	pos
it is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story .	pos
intimate and panoramic .	pos
bravo for history rewritten , and for the uncompromising knowledge that the highest power of all is the power of love .	pos
blessed with two fine , nuanced lead performances .	pos
like all of egoyan 's work , ararat is fiercely intelligent and uncommonly ambitious .	pos
both grant and hoult carry the movie because they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others .	pos
the bard as black comedy -- willie would have loved it .	pos
quite simply , a joy to watch and -- especially -- to listen to .	pos
. . . hits every cliche we 've come to expect , including the assumption that `` crazy `` people are innocent , childlike and inherently funny .	pos
if you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of unfaithful .	pos
thoroughly enjoyable .	pos
this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wan na have fun into a rousing treatise of sensual empowerment .	pos
dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .	pos
director nalin pan does n't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question .	pos
gay or straight , kissing jessica stein is one of the greatest date movies in years .	pos
the emperor 's club , ruthless in its own placid way , finds one of our most conservative and hidebound movie-making traditions and gives it new texture , new relevance , new reality .	pos
some movies suck you in despite their flaws , and heaven is one such beast .	pos
with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .	pos
the recording session is the only part of the film that is enlightening -- and how appreciative you are of this depends on your level of fandom .	pos
a compelling coming-of-age drama about the arduous journey of a sensitive young girl through a series of foster homes and a fierce struggle to pull free from her dangerous and domineering mother 's hold over her .	pos
a true-blue delight .	pos
what could have become just another cautionary fable is allowed to play out as a clever , charming tale  as pleasantly in its own way as its self-dramatizing characters .	pos
what 's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors .	pos
it 's an often-cute film but either needs more substance to fill the time or some judicious editing .	pos
a crisp psychological drama [ and ] a fascinating little thriller that would have been perfect for an old `` twilight zone `` episode .	pos
[ shyamalan ] continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision .	pos
brave and sweetly rendered love story .	pos
bogdanovich taps deep into the hearst mystique , entertainingly reenacting a historic scandal .	pos
the film is . . . determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation .	pos
not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it 's a spirited film and a must-see .	pos
its maker , steven spielberg , has n't had so much fun in two decades , since he was schlepping indiana jones around the globe in search of a giant misplaced ashtray .	pos
it 's enough to watch huppert scheming , with her small , intelligent eyes as steady as any noir villain , and to enjoy the perfectly pitched web of tension that chabrol spins .	pos
. . . has freaky scenes where the crew wonder if they 're ghosts imagining themselves as alive . it 's a sly wink to the others without becoming a postmodern joke , made creepy by its `` men in a sardine can `` warped logic .	pos
an admirable , sometimes exceptional film	pos
a rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .	pos
assured , vital and well wrought , the film is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan .	pos
the unexplored story opportunities of `` punch-drunk love `` may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer/director anderson .	pos
the movie is full of fine performances , led by josef bierbichler as brecht and monica bleibtreu as helene weigel , his wife .	pos
it 's solid and affecting and exactly as thought-provoking as it should be .	pos
about nowhere kids who appropriated turfs as they found them and become self-made celebrity athletes -- a low-down version of the american dream .	pos
despite its flaws . . . belinsky is still able to create an engaging story that keeps you guessing at almost every turn .	pos
prancing his way through the tailor-made part of a male hooker approaching the end of his vitality , jagger obviously relishes every self-mocking moment .	pos
an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected .	pos
a wonderful , ghastly film .	pos
the message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .	pos
murderous maids may well be the most comprehensive of these films and also strike closest to the truth .	pos
a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .	pos
transcends its agenda to deliver awe-inspiring , at times sublime , visuals and offer a fascinating glimpse into the subculture of extreme athletes whose derring-do puts the x into the games .	pos
kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth .	pos
filmmakers who can deftly change moods are treasures and even marvels . so , too , is this comedy about mild culture clashing in today 's new delhi .	pos
the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .	pos
often hilarious , well-shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed .	pos
fierce , glaring and unforgettable .	pos
an entertaining , colorful , action-filled crime story with an intimate heart .	pos
more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again .	pos
what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .	pos
a smart , sassy and exceptionally charming romantic comedy .	pos
an elegant , exquisitely modulated psychological thriller .	pos
although olivier assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation . . . its three-hour running time plays closer to two .	pos
well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .	pos
'it 's better to go in knowing full well what 's going to happen , but willing to let the earnestness of its execution and skill of its cast take you down a familiar road with a few twists . cynics need not apply . '	pos
an endearingly offbeat romantic comedy with a great meet-cute gimmick .	pos
the movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it were n't true . this is the stuff that disney movies are made of .	pos
leigh 's film is full of memorable performances from top to bottom .	pos
the comic performances are all spot on , especially lee ross 's turn as ken .	pos
the journey is worth your time , especially if you have ellen pompeo sitting next to you for the ride .	pos
high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .	pos
the movie is for fans who ca n't stop loving anime , and the fanatical excess built into it .	pos
the lady and the duke is a smart , romantic drama that dares to depict the french revolution from the aristocrats ' perspective .	pos
if it 's possible for a sequel to outshine the original , then sl2 does just that .	pos
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them .	pos
the film jolts the laughs from the audience -- as if by cattle prod .	pos
while i ca n't say it 's on par with the first one , stuart little 2 is a light , fun cheese puff of a movie .	pos
occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao .	pos
japanese director shohei imamura 's latest film is an odd but ultimately satisfying blend of the sophomoric and the sublime .	pos
all in all , it 's a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own .	pos
an almost unbearably morbid love story .	pos
this is dicaprio 's best performance in anything ever , and easily the most watchable film of the year .	pos
both a detective story and a romance spiced with the intrigue of academic skullduggery and politics .	pos
a solid cast , assured direction and complete lack of modern day irony .	pos
the film is bright and flashy in all the right ways .	pos
earnest , unsubtle and hollywood-predictable , green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese .	pos
a surprisingly funny movie .	pos
there is a general air of exuberance in all about the benjamins that 's hard to resist .	pos
a properly spooky film about the power of spirits to influence us whether we believe in them or not .	pos
despite its many infuriating flaws -- not the least of which is amy 's self-absorbed personality -- amy 's o 's honesty will win you over .	pos
an inventive , absorbing movie that 's as hard to classify as it is hard to resist .	pos
the concert footage is stirring , the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers .	pos
despite what anyone believes about the goal of its makers , the show . . . represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it .	pos
the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .	pos
wiseman is patient and uncompromising , letting his camera observe and record the lives of women torn apart by a legacy of abuse .	pos
its rawness and vitality give it considerable punch .	pos
if this movie were a book , it would be a page-turner , you ca n't wait to see what happens next .	pos
a wonderful character-based comedy .	pos
critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .	pos
when you think you 've figured out bielinsky 's great game , that 's when you 're in the most trouble : he 's the con , and you 're just the mark .	pos
star wars is back in a major way .	pos
fans of critics ' darling band wilco will marvel at the sometimes murky , always brooding look of i am trying to break your heart .	pos
a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm .	pos
a lot smarter than your average bond .	pos
douglas mcgrath 's nicholas nickleby does dickens as it should be done cinematically .	pos
the film may appear naked in its narrative form . . . but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine	pos
a visual spectacle full of stunning images and effects .	pos
if you can stomach the rough content , it 's worth checking out for the performances alone .	pos
exhilarating , funny and fun .	pos
the trinity assembly approaches the endeavor with a shocking lack of irony , and george ratliff 's documentary , hell house , reflects their earnestness  which makes for a terrifying film .	pos
old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship .	pos
`` the best disney movie since the lion king ``	pos
as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .	pos
it 's not particularly well made , but since i found myself howling more than cringing , i 'd say the film works .	pos
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .	pos
at times the guys taps into some powerful emotions , but this kind of material is more effective on stage . it 's not a motion picture ; it 's an utterly static picture .	pos
made me unintentionally famous as the queasy-stomached critic who staggered from the theater and blacked out in the lobby . but believe it or not , it 's one of the most beautiful , evocative works i 've seen .	pos
yakusho , as always , is wonderful as the long-faced sad sack . . . and his chemistry with shimizu is very believable .	pos
has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill .	pos
'enigma ' is the kind of engaging historical drama that hollywood appears to have given up on in favor of sentimental war movies in the vein of 'we were soldiers . '	pos
the transporter is as lively and as fun as it is unapologetically dumb	pos
for once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own .	pos
pacino is the best he 's been in years and keener is marvelous .	pos
a behind the scenes look at the training and dedication that goes into becoming a world-class fencer and the champion that 's made a difference to nyc inner-city youth .	pos
a delightful romantic comedy with plenty of bite . it 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .	pos
it never fails to engage us .	pos
tian emphasizes the isolation of these characters by confining color to liyan 's backyard .	pos
its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time .	pos
thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men .	pos
a portrait of an artist .	pos
a deliciously nonsensical comedy about a city coming apart at its seams .	pos
does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively .	pos
desta vez , columbus capturou o pomo de ouro .	pos
the santa clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .	pos
we know the plot 's a little crazy , but it held my interest from start to finish .	pos
a wildly funny prison caper .	pos
the stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman and a one-night swim turns into an ocean of trouble .	pos
if you sometimes like to go to the movies to have fun , wasabi is a good place to start .	pos
melodrama with a message .	pos
a deftly entertaining film , smartly played and smartly directed .	pos
the one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .	pos
works because reno does n't become smug or sanctimonious towards the audience .	pos
it will delight newcomers to the story and those who know it from bygone days .	pos
an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .	pos
the reason to see `` sade `` lay with the chemistry and complex relationship between the marquis ( auteil ) and emilie ( le besco ) .	pos
despite its lavish formalism and intellectual austerity , the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .	pos
missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .	pos
there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one .	pos
even better than the first one !	pos
combines a comically dismal social realism with a farcically bawdy fantasy of redemption and regeneration .	pos
cockettes has the glorious , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .	pos
the film is small in scope , yet perfectly formed .	pos
great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .	pos
uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity .	pos
i admire the closing scenes of the film , which seem to ask whether our civilization offers a cure for vincent 's complaint .	pos
a sensitive , moving , brilliantly constructed work .	pos
light years/ several warp speeds/ levels and levels of dilithium crystals better than the pitiful insurrection . which is n't to say that it 's the equal of some of its predecessors .	pos
this quiet , introspective and entertaining independent is worth seeking .	pos
for all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between sullivan and his son .	pos
the magic ( and original running time ) of ace japanimator hayao miyazaki 's spirited away survives intact in bv 's re-voiced version .	pos
i was amused and entertained by the unfolding of bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .	pos
an extraordinary dramatic experience .	pos
the whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film .	pos
the results , if not memorable , are at least interesting .	pos
despite its old-hat set-up and predictable plot , empire still has enough moments to keep it entertaining .	pos
leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .	pos
not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching .	pos
the seaside splendor and shallow , beautiful people are nice to look at while you wait for the story to get going .	pos
[ `` take care of my cat `` ] is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals .	pos
funny and , at times , poignant , the film from director george hickenlooper all takes place in pasadena , `` a city where people still read . ``	pos
if the man from elysian fields is doomed by its smallness , it is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out .	pos
it 's a fun adventure movie for kids ( of all ages ) that like adventure .	pos
elling builds gradually until you feel fully embraced by this gentle comedy .	pos
this is pure , exciting moviemaking . you wo n't exactly know what 's happening but you 'll be blissfully exhausted .	pos
sex is one of those films that aims to confuse .	pos
it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he 's been making for the last several years .	pos
quietly engaging .	pos
while not all that bad of a movie , it 's nowhere near as good as the original .	pos
an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks .	pos
ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese 'cultural revolution . '	pos
short-story quaint , touchingly mending a child 's pain for his dead mother via communication with an old woman straight out of eudora welty .	pos
the new insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities .	pos
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .	pos
whether or not you buy mr . broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale mr . broomfield continues to force himself on people and into situations that would make lesser men run for cover .	pos
renner 's performance as dahmer is unforgettable , deeply absorbing .	pos
writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured .	pos
a movie that 's just plain awful but still manages to entertain on a guilty-pleasure , so-bad-it's-funny level .	pos
graphic sex may be what 's attracting audiences to unfaithful , but gripping performances by lane and gere are what will keep them awake .	pos
it 's an experience in understanding a unique culture that is presented with universal appeal .	pos
return to never land may be another shameless attempt by disney to rake in dough from baby boomer families , but it 's not half-bad .	pos
director chris wedge and screenwriters michael berg , michael j . wilson and peter ackerman create some episodes that rival vintage looney tunes for the most creative mayhem in a brief amount of time .	pos
spectacular in every sense of the word , even if you don ' t know an orc from a uruk-hai .	pos
sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight mile , better judgment be damned .	pos
though writer/director bart freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup 's anchoring performance .	pos
eric schweig and graham greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .	pos
an animation landmark as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs .	pos
skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise .	pos
in visual fertility treasure planet rivals the top japanese animations of recent vintage .	pos
one of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .	pos
like an episode of mtv 's undressed , with 20 times the creativity but without any more substance . . . indulgently entertaining but could have and should have been deeper .	pos
the unique niche of self-critical , behind-the-scenes navel-gazing kaufman has carved from orleans ' story and his own infinite insecurity is a work of outstanding originality .	pos
for almost the first two-thirds of martin scorsese 's 168-minute gangs of new york , i was entranced .	pos
samuel beckett applied to the iranian voting process .	pos
miller comes at film with bracing intelligence and a vision both painterly and literary .	pos
despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center .	pos
leigh succeeds in delivering a dramatic slap in the face that 's simultaneously painful and refreshing .	pos
giggling at the absurdities and inconsistencies is part of the fun . but the talented cast alone will keep you watching , as will the fight scenes .	pos
just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .	pos
it 's plotless , shapeless -- and yet , it must be admitted , not entirely humorless . indeed , the more outrageous bits achieve a shock-you-into-laughter intensity of almost dadaist proportions .	pos
this often-hilarious farce manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .	pos
when the movie mixes the cornpone and the cosa nostra , it finds a nice rhythm .	pos
a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .	pos
[ a ] smarter and much funnier version of the old police academy flicks .	pos
a movie that will thrill you , touch you and make you laugh as well .	pos
mike leigh populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life	pos
a quiet family drama with a little bit of romance and a dose of darkness .	pos
you live the mood rather than savour the story .	pos
you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .	pos
has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested .	pos
this flick is about as cool and crowd-pleasing as a documentary can get .	pos
standing by yourself is haunting . . . [ it 's ] what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .	pos
this engrossing , characteristically complex tom clancy thriller is shifty in the manner in which it addresses current terrorism anxieties and sidesteps them at the same time .	pos
a knowing sense of humor and a lot of warmth ignite son of the bride .	pos
at its best early on as it plays the culture clashes between the brothers .	pos
lapaglia 's ability to convey grief and hope works with weaver 's sensitive reactions to make this a two-actor master class .	pos
highbrow self-appointed guardians of culture need not apply , but those who loved cool as ice have at last found a worthy follow-up .	pos
solondz creates some effective moments of discomfort for character and viewer alike .	pos
an enormously entertaining movie , like nothing we 've ever seen before , and yet completely familiar .	pos
really is a pan-american movie , with moments of genuine insight into the urban heart .	pos
the soundtrack alone is worth the price of admission .	pos
. . . a lesson in prehistoric hilarity .	pos
it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .	pos
just watch bettany strut his stuff . you 'll know a star when you see one .	pos
fantastic !	pos
an engrossing and infectiously enthusiastic documentary .	pos
clooney directs this film always keeping the balance between the fantastic and the believable . . .	pos
even during the climactic hourlong cricket match , boredom never takes hold .	pos
a muckraking job , the cinematic equivalent of a legal indictment , and a fairly effective one at that .	pos
denver should not get the first and last look at one of the most triumphant performances of vanessa redgrave 's career . it deserves to be seen everywhere .	pos
writer/ director m . night shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .	pos
while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .	pos
witherspoon puts to rest her valley-girl image , but it 's dench who really steals the show .	pos
a marvellous journey from childhood idealism to adolescent self-absorption .	pos
the film has the high-buffed gloss and high-octane jolts you expect of de palma , but what makes it transporting is that it 's also one of the smartest , most pleasurable expressions of pure movie love to come from an american director in years .	pos
the film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .	pos
this is a superior horror flick .	pos
rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid . . .	pos
`` austin powers in goldmember `` has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .	pos
a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .	pos
offers enough playful fun to entertain the preschool set while embracing a wholesome attitude .	pos
as ex-marine walter , who may or may not have shot kennedy , actor raymond j . barry is perfectly creepy and believable .	pos
the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency .	pos
happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .	pos
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .	pos
gran historia sobre el amor , la familia , la lealtad y la traicin que seguramente se convertir en un nuevo clsico del gnero .	pos
`` the quiet american `` begins in saigon in 1952 . that 's its first sign of trouble .	pos
the re-release of ron howard 's apollo 13 in the imax format proves absolutely that really , really , really good things can come in enormous packages .	pos
a dashing and absorbing outing with one of france 's most inventive directors .	pos
arguably the best script that besson has written in years .	pos
not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .	pos
andy garcia enjoys one of his richest roles in years and mick jagger gives his best movie performance since , well , performance .	pos
